StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,QID2,age,gender,education,"languages, no duplicates","languages, no duplicates_4_TEXT",MM,MM-1,MM-2,MM-3,FM,FM-1,FM-2,FM-3,MF,MF-1,MF-2,MF-3,FF,FF-1,FF-2,FF-3
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,"Introduction.
You are invited to participate in a research study on sentence structure with words from a different language. Procedures. You will be asked to read sentences and choose which sounds best. This survey will take approximately 5 minutes to complete.

Risks.
The potential risks of participating in this study are: breach of confidentiality - i.e., establishing the respondent's identity. However, no personally identifiable or sensitive information, such as name, email address, exact address, or telephone number, is collected or stored.

Benefits.
The anticipated benefits from this study are a better understanding of the cognitive mechanisms of multilingual speakers.
Compensation. No tangible compensation will be given. A copy of the research results will be available after the study in open-access journals and as a data set on GitHub.

Confidentiality & Privacy.
Any information that is obtained during this study will be kept confidential to the extent permitted by the law. All efforts, within reason, will be made to keep your personal information in your research record confidential, but total confidentiality cannot be guaranteed. The response data will be stored in an aggregate form on a computer without internet access. Only those who have completed the necessary training on data handling (CITI) and approved by the principal investigator will have access to the data. The published data will be in aggregate form with no personally identifiable information present.

Voluntary Nature of the Study.
Participation in this study is strictly voluntary, and if agreement to participation is given, it can be withdrawn at any time without prejudice.

Points of Contact.
It is understood that should any questions or comments arise regarding this project or a research-related injury be received, the Principal Investigator, Dr. Valentina Apressyan, valentina.apressyan@nu.edu.kz, should be contacted. Any other questions or concerns may be addressed to the Nazarbayev University Institutional Research Ethics Committee, resethics@nu.edu.kz.

Statement of Consent.
By clicking “I agree” below you are indicating that you are at least 18 years old, have read and understood this consent form, and agree to participate in this research study.",How old are you?,What is your gender?,What is your education level?,What language(s) do you speak? - Selected Choice,What language(s) do you speak? - Other - Text,Which option among the three below is the most natural to you?,Which option among the three below is the most natural to you?,Which option among the three below is the most natural to you?,Which option among the three below is the most natural to you?,Which option among the three below is the most natural to you?,Which option among the three below is the most natural to you?,Which option among the three below is the most natural to you?,Which option among the three below is the most natural to you?,Which option among the three below is the most natural to you?,Which option among the three below is the most natural to you?,Which option among the three below is the most natural to you?,Which option among the three below is the most natural to you?,Which option among the three below is the most natural to you?,Which option among the three below is the most natural to you?,Which option among the three below is the most natural to you?,Which option among the three below is the most natural to you?
"{""ImportId"":""startDate"",""timeZone"":""Asia/Almaty""}","{""ImportId"":""endDate"",""timeZone"":""Asia/Almaty""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""Asia/Almaty""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID2""}","{""ImportId"":""QID3""}","{""ImportId"":""QID4""}","{""ImportId"":""QID5""}","{""ImportId"":""QID6""}","{""ImportId"":""QID6_4_TEXT""}","{""ImportId"":""QID7""}","{""ImportId"":""QID8""}","{""ImportId"":""QID9""}","{""ImportId"":""QID10""}","{""ImportId"":""QID11""}","{""ImportId"":""QID12""}","{""ImportId"":""QID13""}","{""ImportId"":""QID14""}","{""ImportId"":""QID15""}","{""ImportId"":""QID16""}","{""ImportId"":""QID17""}","{""ImportId"":""QID18""}","{""ImportId"":""QID19""}","{""ImportId"":""QID20""}","{""ImportId"":""QID21""}","{""ImportId"":""QID22""}"
2025-04-03 09:06:27,2025-04-03 09:08:36,IP Address,87.255.216.73,100,129,True,2025-04-03 09:08:37,R_2Ejc9V1Y8X0De5n,,,,,51.1876,71.4491,anonymous,EN,I agree,18-25,Female,University,"Kazakh,Russian,English,Other","Korean language ",Bread свежий.,Dance смешной.,Chair деревянный.,Fruit кислый.,Aroma приятная.,Ninja страшный.,Umbrella раскрылась.,Tuna вкусный.,Sheep убежала.,Chain длинный.,Shelf верхняя,Tower высокий.,Comma поставлена.,Insomnia беспокоила.,Nausea появился.,Saliva потекло.
2025-04-03 09:07:24,2025-04-03 09:10:10,IP Address,178.91.253.86,100,166,True,2025-04-03 09:10:11,R_97NizXnWWiBdKFn,,,,,51.1876,71.4491,anonymous,EN,I agree,18-25,Male,High school,"Kazakh,Russian,English",,Bread свежий.,Dance смешной.,Chair деревянный.,Fruit кислый.,Aroma приятный.,Ninja страшный.,Umbrella раскрылась.,Tuna вкусный.,Sheep убежала.,Chain длинный.,Shelf верхний,Tower высокий.,Comma поставлена.,Insomnia беспокоила.,Nausea появился.,Saliva потек.
2025-04-03 09:08:57,2025-04-03 09:10:30,IP Address,185.48.148.186,100,93,True,2025-04-03 09:10:31,R_4PLIBJ23u15KehG,,,,,51.1876,71.4491,anonymous,EN,I agree,18-25,Female,University,"Kazakh,Russian,English,Other",,Bread свежий.,Dance смешное.,Chair деревянный.,Fruit кислый.,Aroma приятный.,Ninja страшный.,Umbrella раскрылся.,Tuna вкусный.,Sheep убежал.,Chain длинный.,Shelf верхний,Tower высокий.,Comma поставлена.,Insomnia беспокоила.,Nausea появился.,Saliva потекла.
2025-04-03 09:09:52,2025-04-03 09:11:00,IP Address,185.48.148.172,100,68,True,2025-04-03 09:11:00,R_9D69HjoYCZjPWww,,,,,51.1876,71.4491,anonymous,EN,I agree,18-25,Female,University,"Kazakh,Russian,English",,Bread свежее.,Dance смешной.,Chair деревянный.,Fruit кислый.,Aroma приятная.,Ninja страшная.,Umbrella раскрылась.,Tuna вкусная.,Sheep убежала.,Chain длинный.,Shelf верхний,Tower высокий.,Comma поставлена.,Insomnia беспокоила.,Nausea появилась.,Saliva потекла.
2025-04-03 09:09:51,2025-04-03 09:12:20,IP Address,95.59.94.244,100,149,True,2025-04-03 09:12:21,R_8d2m71A4aa4b25H,,,,,51.1876,71.4491,anonymous,EN,I agree,18-25,Female,University,"Kazakh,Russian,English,Other",,Bread свежий.,Dance смешной.,Chair деревянный.,Fruit кислый.,Aroma приятная.,Ninja страшный.,Umbrella раскрылась.,Tuna вкусная.,Sheep убежала.,Chain длинная.,Shelf верхнее,Tower высокое.,Comma поставлена.,Insomnia беспокоила.,Nausea появилась.,Saliva потекла.
2025-04-03 09:13:39,2025-04-03 09:16:02,IP Address,87.255.216.86,100,143,True,2025-04-03 09:16:03,R_9IQsTjJc6BLGlls,,,,,51.1876,71.4491,anonymous,EN,I agree,18-25,Female,University,"Kazakh,Russian,English",,Bread свежий.,Dance смешной.,Chair деревянный.,Fruit кислый.,Aroma приятная.,Ninja страшный.,Umbrella раскрылась.,Tuna вкусный.,Sheep убежала.,Chain длинная.,Shelf верхняя,Tower высокое.,Comma поставлена.,Insomnia беспокоила.,Nausea появилась.,Saliva потекла.
2025-04-03 09:13:44,2025-04-03 09:16:13,IP Address,87.255.216.86,100,148,True,2025-04-03 09:16:13,R_9f0Q8BkhXG3NF9g,,,,,51.1876,71.4491,anonymous,EN,I agree,18-25,Male,University,"Kazakh,Russian,English",,Bread свежее.,Dance смешной.,Chair деревянный.,Fruit кислый.,Aroma приятная.,Ninja страшный.,Umbrella раскрылась.,Tuna вкусная.,Sheep убежала.,Chain длинный.,Shelf верхний,Tower высокий.,Comma поставлена.,Insomnia беспокоила.,Nausea появилась.,Saliva потекла.
2025-04-03 09:13:30,2025-04-03 09:17:06,IP Address,185.48.148.188,100,216,True,2025-04-03 09:17:07,R_2w0UjkwCtWWXyKt,,,,,51.1876,71.4491,anonymous,EN,I agree,18-25,Male,High school,"Kazakh,Russian,English",,Bread свежий.,Dance смешной.,Chair деревянный.,Fruit кислый.,Aroma приятная.,Ninja страшный.,Umbrella раскрылась.,Tuna вкусная.,Sheep убежала.,Chain длинный.,Shelf верхний,Tower высокий.,Comma поставлена.,Insomnia беспокоила.,Nausea появилась.,Saliva потекла.
